Código;classificacao_marketplace;canal_ml;canal_shopee;tipo_envio_ml_sugerido
433750;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
433710;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
433610;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01754;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191721;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01759;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
416580;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
416590;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
416600;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
416620;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
416610;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01602;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191687;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191688;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191689;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01625;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
19195;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01275;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160348;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01270;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160576;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160397;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160350;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01431;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160347;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01362;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160592;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02096;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
332623;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02083;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
130317;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02103;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
130318;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02407;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164728;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01090;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164716;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02431;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164760;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164730;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02281;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
369438;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01131;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
379751;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
379778;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01742;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
345393;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00983;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
393960;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
393970;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
393980;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
393990;VALIDO_AMBOS;SIM;SIM;ML_AGENCIA_COLETA
PAI-G00984;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
394000;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
394010;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
394020;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
394030;VALIDO_AMBOS;SIM;SIM;ML_AGENCIA_COLETA
PAI-G02176;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
12420;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
12356;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
12354;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
12357;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00418;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
412350;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
412360;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00680;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
113313;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00213;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
159407;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01168;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199827;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01546;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199825;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01163;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
349224;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01488;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199848;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199929;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01485;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199947;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199948;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199949;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00811;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199836;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199837;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00808;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199839;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199841;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199842;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199855;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199840;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02119;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199936;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199935;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01752;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199934;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00080;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199900;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01496;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199852;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00078;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
119983;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00391;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199875;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02389;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
244570;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
244627;FORA_LIMITE;NAO;NAO;FORA_ML
432450;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
432460;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
432010;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
432150;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00955;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
394610;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01562;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
408850;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
436890;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01560;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
436080;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
436090;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01277;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
347010;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
347015;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
347020;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01283;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
360538;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00268;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
343839;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
343840;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
343841;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
343842;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
343843;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00269;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160903;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160904;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160905;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160906;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00267;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
017831;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160908;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01167;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190234;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02443;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
423550;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00994;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
423860;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00110;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
146624;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00683;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
406630;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00681;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
406610;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00682;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
406620;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
146623;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00343;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
146604;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
146608;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
146607;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00360;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
146606;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
146605;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00109;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
146622;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02102;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
411430;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02101;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
411420;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00545;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
146655;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02099;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
146628;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02098;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
146627;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01279;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
361305;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00102;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
130302;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00107;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
130301;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00108;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
335410;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
130303;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00270;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
014755;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
014756;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
014757;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
014758;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02180;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
405880;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
405870;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01796;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
428550;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00025;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
443750;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01250;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
405800;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
PAI-G01454;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
409470;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
PAI-G02393;FORA_LIMITE;NAO;NAO;FORA_ML
165262;FORA_LIMITE;NAO;NAO;FORA_ML
PAI-G02190;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
337340;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
337358;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
337366;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02111;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
176163;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
176164;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
176165;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01093;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
441730;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00430;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
364355;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
364339;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
364347;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00867;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
176181;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
176182;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00202;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
176225;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01928;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
372277;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
372293;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
372269;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00842;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
372234;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
372226;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
372250;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
372242;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00444;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
125537;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
125538;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01432;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160342;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160343;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160344;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01429;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160327;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01340;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
141141;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02161;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199471;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00874;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
130297;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01449;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
151246;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02166;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
151436;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01284;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
348767;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01278;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
389260;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
389280;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01866;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
394050;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
394060;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00190;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
469;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
471;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00374;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
1188;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01958;FORA_LIMITE;NAO;NAO;FORA_ML
368075;FORA_LIMITE;NAO;NAO;FORA_ML
PAI-G01115;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
367915;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00279;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
367893;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
367907;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
368083;FORA_LIMITE;NAO;NAO;FORA_ML
PAI-G02291;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190775;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00085;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190135;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02182;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190266;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00542;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190220;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190221;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190222;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01809;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190208;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01749;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190189;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190190;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190191;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190193;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190680;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00423;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190217;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01739;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190216;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02398;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
121117;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
121118;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00096;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190102;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00696;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164184;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01991;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190678;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02363;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
154195;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
154196;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00937;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190270;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190271;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190272;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01547;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190286;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190287;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190288;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00493;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
190291;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
PAI-G01169;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190321;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00282;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
192325;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00971;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190411;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01423;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190337;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190544;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190543;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00074;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190364;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00045;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190811;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01532;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190398;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00891;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190522;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00913;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190529;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190530;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00252;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190540;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00786;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190365;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190368;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00802;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190675;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190780;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01311;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190311;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01317;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190313;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01316;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190315;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00632;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190425;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190429;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00750;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190428;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01960;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
199391;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
199392;FORA_LIMITE;NAO;NAO;FORA_ML
PAI-G01959;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
199389;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
PAI-G00694;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199449;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199453;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199454;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190464;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190465;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190466;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190467;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01336;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190468;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190469;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190470;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190471;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190474;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190475;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01333;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190479;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190480;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01332;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190501;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01053;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190545;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190546;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190549;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190550;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190551;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190552;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01893;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190557;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01112;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190567;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01489;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190581;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02300;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190586;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190587;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00087;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190585;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01074;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190604;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190605;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02271;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
190643;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
