Código;classificacao_marketplace;canal_ml;canal_shopee;tipo_envio_ml_sugerido
155145;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01191;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
155128;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
155129;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01192;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
347655;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
155131;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02383;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
376221;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
PAI-G02381;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
376337;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02402;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
339598;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00587;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
377252;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00588;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
437060;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
437070;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01481;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
353221;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
409120;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01412;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
187488;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
187461;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01390;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18807;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
187470;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01396;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18825;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18826;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18827;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02208;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105354;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105344;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105349;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01899;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13857;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
138273;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01117;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105329;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105355;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02200;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105272;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105270;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105279;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105293;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105285;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105304;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105306;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105273;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105302;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02207;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105415;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02357;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105440;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02355;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105284;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105311;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02358;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
151449;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
151448;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02353;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105321;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02354;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105300;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105324;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
105442;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02205;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
105368;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
PAI-G01293;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
188197;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02160;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199663;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199670;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02307;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
109452;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02306;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
109363;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
109371;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
109380;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
110590;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
109401;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00304;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
109584;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01933;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
84913;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01932;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14946;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00905;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
168122;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00979;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14936;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14937;FORA_LIMITE;NAO;NAO;FORA_ML
PAI-G01948;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
168009;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01319;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
19379;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01036;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17488;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00840;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16825;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01585;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
326690;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16823;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00498;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
65080;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01802;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
56430;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01805;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16854;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01583;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16847;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00895;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16832;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01905;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127143;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00860;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
225509;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00861;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127131;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00850;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127117;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01901;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127119;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00858;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
291439;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00851;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127208;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01903;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127206;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02254;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127329;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127330;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01909;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
303585;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01912;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127227;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01083;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
50741;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
4995;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01908;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
343943;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01904;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127395;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00859;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
403000;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01923;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
403020;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01523;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
385980;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00772;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
385990;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
386000;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00469;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
54704;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
288284;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
PAI-G00287;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
355143;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
355135;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00398;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
370002;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
369993;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
370029;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01153;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
331775;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02035;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
289248;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
389350;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00977;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
260436;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
260444;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00976;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
333255;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
333263;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02209;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163464;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163465;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163411;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163412;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163438;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00916;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
40738;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
40851;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
40975;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
40894;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
40908;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
40827;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
40843;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163431;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163443;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163413;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163466;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02216;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163462;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02212;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
382465;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
382450;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
382420;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02213;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
382515;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
382510;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01116;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163484;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00917;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
372820;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02428;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
366196;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163470;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163471;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01973;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
39713;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02430;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163474;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163477;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02426;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163472;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163475;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163478;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163463;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01970;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163479;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02211;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
382460;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
382410;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01504;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163392;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01510;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
81701;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00057;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163387;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01505;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163396;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02201;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163340;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163341;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163331;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163330;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163393;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02194;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
254312;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01507;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163394;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163480;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
371009;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
370991;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00062;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
393220;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02204;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163364;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163372;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163378;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163360;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01506;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
254339;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163395;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01118;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163498;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01054;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17451;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17452;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01050;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
39110;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01064;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
308803;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01069;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
6530;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01049;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
171176;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
65633;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
39144;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
104507;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02122;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
341541;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01900;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127254;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02253;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127355;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127354;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02266;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127405;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127404;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02267;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127407;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
127406;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02270;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16004;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02075;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
371262;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02076;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
384390;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02387;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
394590;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
PAI-G02382;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
196157;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
196158;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02018;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164220;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00048;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164210;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02444;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
159601;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02445;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
159600;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02072;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199502;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199504;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01164;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199522;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199523;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199524;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01446;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199527;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02047;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
437570;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
437580;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01252;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
443360;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00014;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
442430;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
442440;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
442500;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01478;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
326038;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
326046;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
326054;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
326062;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01468;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
204331;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01464;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
325511;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00124;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
111186;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02158;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
111154;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02157;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
111150;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00126;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
111182;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
111183;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
111185;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02156;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16500;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01353;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
424350;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00293;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
76422;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
76430;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
76449;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
76457;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
131431;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
76473;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
76481;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
76503;FORA_LIMITE;NAO;NAO;FORA_ML
76520;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
76538;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
76546;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
76589;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00298;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17068;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00294;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
72923;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
72931;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
72966;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
72982;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
170184;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00790;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
217905;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
217891;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
217883;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02298;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17051;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
170100;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00295;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
89397;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01586;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18270;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18272;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01587;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18271;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00628;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
62537;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
62545;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
62553;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00627;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
62480;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
62499;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
62502;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01114;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
62596;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
62600;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
62618;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01445;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
93343;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
359475;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02442;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
21725;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
21733;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02198;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
47627;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00059;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
15206;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
